Column 1;Column 2;Summary;Score;Column 5;CPU;Column 7;Column 8;Motherboard;OS;Column 11;Column 12;GPU;GPU Vendor;Column 15
2106;nanrod714;Intel Core i7-10700KNVIDIA GeForce GTX 1080  (GP104);3931;Created:30 October 2020 (10:02);CPU Name:Intel Core i7-10700K;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3792 MHz;Motherboard:ASUS PRIME B460-PLUS;OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:456.71;GPU Name:GeForce GTX 1080  (GP104);GPU Vendor:NVIDIA;GPU Memory:8192 MBGPU Memory clock (max):5005 MHzGPU Core clock (max):1873 MHzGPU Temp min/max:54 / 83 C° FPS min/avg/max: 23.29 / 29.4 / 33.63 Detailed score info
2107;ehharley135;Intel Core i7-7700KDell GeForce GTX 1080  (GP104);3927;Created:26 January 2018 (22:41);CPU Name:Intel Core i7-7700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4200 MHz;Motherboard:Alienware 07HV66;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:390.65;GPU Name:GeForce GTX 1080  (GP104);GPU Vendor:Dell;GPU Memory:8192 MBGPU Memory clock (max):5005 MHzGPU Core clock (max):1885 MHzGPU Temp min/max:33 / 83 C° FPS min/avg/max: 23.43 / 29.38 / 34.17 Detailed score info
2108;mika-rc;Intel Core i7-7700KPNY GeForce GTX 1070  (GP104);3925;Created:03 October 2017 (12:12);CPU Name:Intel Core i7-7700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4201 MHz;Motherboard:Gigabyte Z270X-Gaming 8;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:382.05;GPU Name:GeForce GTX 1070  (GP104);GPU Vendor:PNY;GPU Memory:8192 MBGPU Memory clock (max):4353 MHzGPU Core clock (max):2151 MHzGPU Temp min/max:31 / 42 C° FPS min/avg/max: 24.45 / 29.36 / 33.52 Detailed score info
2109;patric.montoya;Intel Core i7-4790KEVGA GeForce GTX TITAN X  (GM200);3924;Created:16 April 2017 (09:21);CPU Name:Intel Core i7-4790K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4001 MHz;Motherboard:ASUS SABERTOOTH Z97 MARK 1;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:381.65;GPU Name:GeForce GTX TITAN X  (GM200);GPU Vendor:EVGA;GPU Memory:12288 MBGPU Memory clock (max):3758 MHzGPU Core clock (max):1363 MHzGPU Temp min/max:50 / 72 C° FPS min/avg/max: 23.47 / 29.35 / 34.36 Detailed score info
2110;Qur'aK;Intel Core i7-4790KGigabyte GeForce GTX 1070  (GP104);3922;Created:07 April 2019 (15:09);CPU Name:Intel Core i7-4790K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4000 MHz;Motherboard:Gigabyte Z97X-Gaming 5;OS:Windows 10  (build 17763);Graphics API: DirectX ;GPU Driver:419.67;GPU Name:GeForce GTX 1070  (GP104);GPU Vendor:Gigabyte;GPU Memory:8192 MBGPU Memory clock (max):4608 MHzGPU Core clock (max):2050 MHzGPU Temp min/max:51 / 69 C° FPS min/avg/max: 24.2 / 29.34 / 33.58 Detailed score info
2111;mikeamesh;Intel Core i7-6700KEVGA GeForce GTX 1080 Ti  (GP102);3921;Created:27 May 2018 (06:19);CPU Name:Intel Core i7-6700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4008 MHz;Motherboard:ASUS TUF Z270 MARK 1;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:391.35;GPU Name:GeForce GTX 1080 Ti  (GP102);GPU Vendor:EVGA;GPU Memory:11264 MBGPU Memory clock (max):5602 MHzGPU Core clock (max):1885 MHzGPU Temp min/max:30 / 37 C° FPS min/avg/max: 22.74 / 29.33 / 34.45 Detailed score info
2111;cerve95;Intel Core i5-6600KGigabyte GeForce GTX 1070  (GP104);3921;Created:21 July 2018 (20:42);CPU Name:Intel Core i5-6600K;Physical / Logical CPUs: 4 / 4;CPU Clock (max):3504 MHz;Motherboard:ASUS Z170-PRO;OS:Windows 10  (build 17134);Graphics API: DirectX ;GPU Driver:398.36;GPU Name:GeForce GTX 1070  (GP104);GPU Vendor:Gigabyte;GPU Memory:8192 MBGPU Memory clock (max):4752 MHzGPU Core clock (max):2100 MHzGPU Temp min/max:39 / 62 C° FPS min/avg/max: 24.2 / 29.33 / 33.57 Detailed score info
2112;andi984;Intel Xeon E3-1230 v3EVGA GeForce GTX 1070  (GP104);3916;Created:28 May 2017 (12:04);CPU Name:Intel Xeon E3-1230 v3;Physical / Logical CPUs: 4 / 8;CPU Clock (max):3301 MHz;Motherboard:ASRock H87 Pro4;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:382.33;GPU Name:GeForce GTX 1070  (GP104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):4498 MHzGPU Core clock (max):2126 MHzGPU Temp min/max:35 / 66 C° FPS min/avg/max: 24.02 / 29.3 / 34.16 Detailed score info
2113;xerox24;Intel Core i9-7900XEVGA GeForce GTX 980 Ti  (GM200);3913;Created:17 June 2019 (16:02);CPU Name:Intel Core i9-7900X;Physical / Logical CPUs: 10 / 20;CPU Clock (max):3312 MHz;Motherboard:ASUS TUF X299 MARK 1;OS:Windows 10  (build 18362);Graphics API: DirectX ;GPU Driver:430.86;GPU Name:GeForce GTX 980 Ti  (GM200);GPU Vendor:EVGA;GPU Memory:6144 MBGPU Memory clock (max):3505 MHzGPU Core clock (max):1448 MHzGPU Temp min/max:41 / 63 C° FPS min/avg/max: 23.57 / 29.27 / 34.39 Detailed score info
2114;Andy11UK;Intel Core i7-6700KMSI GeForce GTX 1070  (GP104);3907;Created:20 June 2017 (07:46);CPU Name:Intel Core i7-6700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4001 MHz;Motherboard:ASUS Z170 PRO GAMING;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:382.53;GPU Name:GeForce GTX 1070  (GP104);GPU Vendor:MSI;GPU Memory:8192 MBGPU Memory clock (max):4608 MHzGPU Core clock (max):2100 MHzGPU Temp min/max:26 / 67 C° FPS min/avg/max: 24.07 / 29.23 / 33.23 Detailed score info
2114;phrag;Intel Xeon X5660MSI GeForce GTX 1070  (GP104);3907;Created:13 May 2017 (10:42);CPU Name:Intel Xeon X5660;Physical / Logical CPUs: 6 / 12;CPU Clock (max):2800 MHz;Motherboard:ASUS Rampage II Extreme;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:382.05;GPU Name:GeForce GTX 1070  (GP104);GPU Vendor:MSI;GPU Memory:8192 MBGPU Memory clock (max):4519 MHzGPU Core clock (max):2164 MHzGPU Temp min/max:38 / 61 C° FPS min/avg/max: 24.08 / 29.23 / 34.36 Detailed score info
2115;TheKidnappedOne;Intel Core i7-5930KMSI GeForce GTX 980 Ti  (GM200);3905;Created:17 June 2017 (04:49);CPU Name:Intel Core i7-5930K;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3501 MHz;Motherboard:ASRock X99 Taichi;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:382.05;GPU Name:GeForce GTX 980 Ti  (GM200);GPU Vendor:MSI;GPU Memory:6144 MBGPU Memory clock (max):3505 MHzGPU Core clock (max):1456 MHzGPU Temp min/max:40 / 75 C° FPS min/avg/max: 23.63 / 29.21 / 34.91 Detailed score info
2116;bevans;Intel Core i5-6600Gigabyte GeForce GTX 980 Ti  (GM200);3893;Created:02 August 2018 (18:28);CPU Name:Intel Core i5-6600;Physical / Logical CPUs: 4 / 4;CPU Clock (max):3301 MHz;Motherboard:ASUS H170 PRO GAMING;OS:Windows 10  (build 17134);Graphics API: DirectX ;GPU Driver:398.36;GPU Name:GeForce GTX 980 Ti  (GM200);GPU Vendor:Gigabyte;GPU Memory:6144 MBGPU Memory clock (max):3505 MHzGPU Core clock (max):1472 MHzGPU Temp min/max:35 / 66 C° FPS min/avg/max: 23.25 / 29.12 / 34.08 Detailed score info
2117;rickthomas43;Intel Core i7-7820HKDell GeForce GTX 1080  (GP104);3891;Created:05 May 2017 (15:27);CPU Name:Intel Core i7-7820HK;Physical / Logical CPUs: 4 / 8;CPU Clock (max):2900 MHz;Motherboard:Alienware Alienware 17 R4;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:382.05;GPU Name:GeForce GTX 1080  (GP104);GPU Vendor:Dell;GPU Memory:8192 MBGPU Memory clock (max):5005 MHzGPU Core clock (max):1885 MHzGPU Temp min/max:29 / 79 C° FPS min/avg/max: 23.79 / 29.11 / 33.79 Detailed score info
2118;Knoxxie;Intel Core i7-6820HQNVIDIA GeForce GTX 1080  (GP104);3887;Created:29 July 2018 (17:37);CPU Name:Intel Core i7-6820HQ;Physical / Logical CPUs: 4 / 8;CPU Clock (max):2701 MHz;Motherboard:Apple Mac-A5C67F76ED83108C;OS:Windows 10  (build 17134);Graphics API: DirectX ;GPU Driver:398.36;GPU Name:GeForce GTX 1080  (GP104);GPU Vendor:NVIDIA;GPU Memory:8192 MBGPU Memory clock (max):5005 MHzGPU Core clock (max):1898 MHzGPU Temp min/max:40 / 78 C° FPS min/avg/max: 23.92 / 29.07 / 33.78 Detailed score info
2118;bradley;Intel Core i9-7900XGigabyte GeForce GTX 1080  (GP104);3887;Created:10 September 2017 (16:15);CPU Name:Intel Core i9-7900X;Physical / Logical CPUs: 10 / 20;CPU Clock (max):3301 MHz;Motherboard:ASUS PRIME X299-DELUXE;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:384.94;GPU Name:GeForce GTX 1080  (GP104);GPU Vendor:Gigabyte;GPU Memory:8192 MBGPU Memory clock (max):5005 MHzGPU Core clock (max):1923 MHzGPU Temp min/max:47 / 72 C° FPS min/avg/max: 24.53 / 29.07 / 34.23 Detailed score info
2119;nclair;AMD Ryzen 7 2700X Eight-Core ProcessorGigabyte GeForce GTX 1080  (GP104);3885;Created:23 September 2020 (20:00);CPU Name:AMD Ryzen 7 2700X Eight-Core Processor;Physical / Logical CPUs: 8 / 16;CPU Clock (max):4150 MHz;Motherboard:MSI X470 GAMING PLUS (MS-7B79);OS:Windows 10  (build 18363);Graphics API: DirectX ;GPU Driver:451.67;GPU Name:GeForce GTX 1080  (GP104);GPU Vendor:Gigabyte;GPU Memory:8192 MBGPU Memory clock (max):5005 MHzGPU Core clock (max):1911 MHzGPU Temp min/max:50 / 77 C° FPS min/avg/max: 23.89 / 29.06 / 34.07 Detailed score info
2120;r.boullard;Intel Core i5-6600KGigabyte GeForce GTX 1070  (GP104);3883;Created:25 August 2018 (18:51);CPU Name:Intel Core i5-6600K;Physical / Logical CPUs: 4 / 4;CPU Clock (max):3504 MHz;Motherboard:NVIDIA Z170A GAMING PRO CARBON (MS-7A12);OS:Windows 10  (build 17134);Graphics API: DirectX ;GPU Driver:398.82;GPU Name:GeForce GTX 1070  (GP104);GPU Vendor:Gigabyte;GPU Memory:8192 MBGPU Memory clock (max):4398 MHzGPU Core clock (max):2151 MHzGPU Temp min/max:36 / 56 C° FPS min/avg/max: 20.79 / 29.05 / 33.04 Detailed score info
2120;fraserfroz;Intel Core i7-6700KEVGA GeForce GTX 1080  (GP104);3883;Created:04 February 2020 (06:10);CPU Name:Intel Core i7-6700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4001 MHz;Motherboard:Gigabyte Z170X-Designare-CF;OS:Windows 10  (build 18362);Graphics API: DirectX ;GPU Driver:441.12;GPU Name:GeForce GTX 1080  (GP104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):5005 MHzGPU Core clock (max):1936 MHzGPU Temp min/max:62 / 84 C° FPS min/avg/max: 23.98 / 29.05 / 34.43 Detailed score info
2121;Marco Romero;Intel Core i7-3960XNVIDIA GeForce GTX 1080  (GP104);3881;Created:12 April 2017 (22:22);CPU Name:Intel Core i7-3960X;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3201 MHz;Motherboard:Intel DX79SI;OS:Windows 7  (build 7601);Graphics API: DirectX ;GPU Driver:381.65;GPU Name:GeForce GTX 1080  (GP104);GPU Vendor:NVIDIA;GPU Memory:8192 MBGPU Memory clock (max):5005 MHzGPU Core clock (max):1885 MHzGPU Temp min/max:46 / 84 C° FPS min/avg/max: 23.6 / 29.03 / 34.92 Detailed score info
2122;docto10597;Intel Core i5-6600KAMD Radeon RX Vega  (Vega 10 XL/XT);3880;Created:24 September 2017 (05:11);CPU Name:Intel Core i5-6600K;Physical / Logical CPUs: 4 / 4;CPU Clock (max):3504 MHz;Motherboard:MSI Z170A GAMING PRO CARBON (MS-7A12);OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:17.30.1081-170905;GPU Name:Radeon RX Vega  (Vega 10 XL/XT);GPU Vendor:AMD;GPU Memory:8176 MBGPU Memory clock (max):945 MHzGPU Core clock (max):1488 MHzGPU Temp min/max:31 / 77 C° FPS min/avg/max: 24.03 / 29.02 / 33.47 Detailed score info
2123;david gray;Intel Core i7-7700KASUS GeForce GTX 1070  (GP104);3877;Created:27 May 2017 (15:46);CPU Name:Intel Core i7-7700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4200 MHz;Motherboard:ASUS MAXIMUS IX FORMULA;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:382.33;GPU Name:GeForce GTX 1070  (GP104);GPU Vendor:ASUS;GPU Memory:8192 MBGPU Memory clock (max):4449 MHzGPU Core clock (max):2113 MHzGPU Temp min/max:45 / 59 C° FPS min/avg/max: 23.8 / 29 / 33.31 Detailed score info
2124;Mohammad AlRandi;Intel Core i7-6700KMSI GeForce GTX 1070  (GP104);3872;Created:20 June 2018 (07:02);CPU Name:Intel Core i7-6700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4008 MHz;Motherboard:NVIDIA Z170A GAMING M7 (MS-7976);OS:Windows 10  (build 17134);Graphics API: DirectX ;GPU Driver:398.11;GPU Name:GeForce GTX 1070  (GP104);GPU Vendor:MSI;GPU Memory:8192 MBGPU Memory clock (max):4608 MHzGPU Core clock (max):2100 MHzGPU Temp min/max:28 / 50 C° FPS min/avg/max: 23.96 / 28.97 / 32.83 Detailed score info
2124;Xethm;Intel Core i7-4820KEVGA GeForce GTX 1070  (GP104);3872;Created:13 May 2017 (02:39);CPU Name:Intel Core i7-4820K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):3600 MHz;Motherboard:ASUS SABERTOOTH X79;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:382.05;GPU Name:GeForce GTX 1070  (GP104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):4404 MHzGPU Core clock (max):2088 MHzGPU Temp min/max:27 / 38 C° FPS min/avg/max: 23.9 / 28.97 / 32.93 Detailed score info
2125;DarkSceptor;AMD Ryzen 5 2600 Six-Core ProcessorEVGA GeForce GTX 1070  (GP104);3868;Created:13 January 2019 (22:58);CPU Name:AMD Ryzen 5 2600 Six-Core Processor;Physical / Logical CPUs: 6 / 12;CPU Clock (max):4000 MHz;Motherboard:ASUSTeK ROG CROSSHAIR VII HERO (WI-FI);OS:Windows 10  (build 17134);Graphics API: DirectX ;GPU Driver:417.35;GPU Name:GeForce GTX 1070  (GP104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):4608 MHzGPU Core clock (max):2113 MHzGPU Temp min/max:40 / 54 C° FPS min/avg/max: 24.2 / 28.93 / 33.25 Detailed score info
2126;Flazso;AMD Ryzen 7 2700X Eight-Core ProcessorGigabyte GeForce GTX 980 Ti  (GM200);3866;Created:08 December 2018 (08:42);CPU Name:AMD Ryzen 7 2700X Eight-Core Processor;Physical / Logical CPUs: 8 / 16;CPU Clock (max):4150 MHz;Motherboard:MSI X470 GAMING PLUS (MS-7B79);OS:Windows 10  (build 17134);Graphics API: DirectX ;GPU Driver:416.16;GPU Name:GeForce GTX 980 Ti  (GM200);GPU Vendor:Gigabyte;GPU Memory:6144 MBGPU Memory clock (max):3505 MHzGPU Core clock (max):1491 MHzGPU Temp min/max:57 / 71 C° FPS min/avg/max: 23.19 / 28.92 / 34.92 Detailed score info
2127;tom;Intel Core i7-6700ASUS GeForce GTX 1070  (GP104);3863;Created:23 June 2017 (23:11);CPU Name:Intel Core i7-6700;Physical / Logical CPUs: 4 / 8;CPU Clock (max):3401 MHz;Motherboard:ASUS Z170 PRO GAMING;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:382.53;GPU Name:GeForce GTX 1070  (GP104);GPU Vendor:ASUS;GPU Memory:8192 MBGPU Memory clock (max):4437 MHzGPU Core clock (max):2062 MHzGPU Temp min/max:32 / 46 C° FPS min/avg/max: 23.76 / 28.9 / 33.54 Detailed score info
2128;evacuation999;Intel Core i7-3770KEVGA GeForce GTX 1070  (GP104);3859;Created:27 November 2017 (06:41);CPU Name:Intel Core i7-3770K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):3501 MHz;Motherboard:ASUS P8Z77-I DELUXE;OS:Windows 7  (build 7601);Graphics API: DirectX ;GPU Driver:381.65;GPU Name:GeForce GTX 1070  (GP104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):4303 MHzGPU Core clock (max):2126 MHzGPU Temp min/max:32 / 44 C° FPS min/avg/max: 23.88 / 28.87 / 32.85 Detailed score info
2129;rnbbnn;Intel Core i7-7700KGigabyte GeForce GTX 1070  (GP104);3857;Created:06 January 2019 (05:44);CPU Name:Intel Core i7-7700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4200 MHz;Motherboard:MSI Z270 GAMING M5 (MS-7A78);OS:Windows 10  (build 17134);Graphics API: DirectX ;GPU Driver:388.13;GPU Name:GeForce GTX 1070  (GP104);GPU Vendor:Gigabyte;GPU Memory:8192 MBGPU Memory clock (max):4176 MHzGPU Core clock (max):2126 MHzGPU Temp min/max:43 / 53 C° FPS min/avg/max: 24.01 / 28.85 / 32.64 Detailed score info
2129;alrobichaud;AMD Ryzen 5 1600X Six-Core ProcessorEVGA GeForce GTX 980 Ti  (GM200);3857;Created:29 December 2017 (14:22);CPU Name:AMD Ryzen 5 1600X Six-Core Processor;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3993 MHz;Motherboard:ASUS PRIME B350-PLUS;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:388.71;GPU Name:GeForce GTX 980 Ti  (GM200);GPU Vendor:EVGA;GPU Memory:6144 MBGPU Memory clock (max):3702 MHzGPU Core clock (max):1425 MHzGPU Temp min/max:59 / 79 C° FPS min/avg/max: 23 / 28.85 / 34.53 Detailed score info
2130;MacVidCards;Intel Xeon E5-1620 v2EVGA GeForce GTX 1080  (GP104);3847;Created:18 May 2017 (23:45);CPU Name:Intel Xeon E5-1620 v2;Physical / Logical CPUs: 4 / 8;CPU Clock (max):3701 MHz;Motherboard:Apple Mac-F60DEB81FF30ACF6;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:382.05;GPU Name:GeForce GTX 1080  (GP104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):5005 MHzGPU Core clock (max):1873 MHzGPU Temp min/max:35 / 82 C° FPS min/avg/max: 22.84 / 28.78 / 33.39 Detailed score info
2131;PawnShopEd;Intel Core i7-6800KASUS GeForce GTX 980 Ti  (GM200);3845;Created:31 May 2017 (08:54);CPU Name:Intel Core i7-6800K;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3401 MHz;Motherboard:ASRock X99 Professional Gaming i7;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:359.06;GPU Name:GeForce GTX 980 Ti  (GM200);GPU Vendor:ASUS;GPU Memory:N/AGPU Memory clock (max):3600 MHzGPU Core clock (max):1480 MHzGPU Temp min/max:40 / 80 C° FPS min/avg/max: 22.37 / 28.76 / 33.37 Detailed score info
2132;DatPiggiez;Intel Core i7-6700KEVGA GeForce GTX 1070  (GP104);3840;Created:24 November 2017 (21:50);CPU Name:Intel Core i7-6700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4001 MHz;Motherboard:ASRock Z170 Extreme4;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:388.31;GPU Name:GeForce GTX 1070  (GP104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):4449 MHzGPU Core clock (max):2037 MHzGPU Temp min/max:40 / 59 C° FPS min/avg/max: 23.56 / 28.72 / 32.71 Detailed score info
2133;Thomas Gilbert;Intel Core i7-6820HQMSI GeForce GTX 1080  (GP104);3837;Created:14 December 2017 (23:17);CPU Name:Intel Core i7-6820HQ;Physical / Logical CPUs: 4 / 8;CPU Clock (max):2701 MHz;Motherboard:Apple Mac-A5C67F76ED83108C;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:388.59;GPU Name:GeForce GTX 1080  (GP104);GPU Vendor:MSI;GPU Memory:8192 MBGPU Memory clock (max):5005 MHzGPU Core clock (max):1923 MHzGPU Temp min/max:36 / 83 C° FPS min/avg/max: 22.89 / 28.7 / 34.09 Detailed score info
2133;Wolfe1;Intel Core i5-6500EVGA GeForce GTX 1070  (GP104);3837;Created:18 July 2019 (00:25);CPU Name:Intel Core i5-6500;Physical / Logical CPUs: 4 / 4;CPU Clock (max):3192 MHz;Motherboard:Gigabyte Z170N-Gaming 5;OS:Windows 10  (build 18362);Graphics API: DirectX ;GPU Driver:431.36;GPU Name:GeForce GTX 1070  (GP104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):4513 MHzGPU Core clock (max):2025 MHzGPU Temp min/max:41 / 64 C° FPS min/avg/max: 23.56 / 28.7 / 32.57 Detailed score info
2134;Hadesteuh;AMD Ryzen 7 1700 Eight-Core ProcessorEVGA GeForce GTX 1070  (GP104);3835;Created:22 May 2017 (01:48);CPU Name:AMD Ryzen 7 1700 Eight-Core Processor;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3800 MHz;Motherboard:Micro-Star B350 TOMAHAWK (MS-7A34);OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:378.78;GPU Name:GeForce GTX 1070  (GP104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):4404 MHzGPU Core clock (max):2075 MHzGPU Temp min/max:30 / 41 C° FPS min/avg/max: 23.26 / 28.69 / 32.97 Detailed score info
2135;juancho_aguirre;Intel Core i7-5930KEVGA GeForce GTX 980 Ti  (GM200);3834;Created:23 May 2017 (05:05);CPU Name:Intel Core i7-5930K;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3501 MHz;Motherboard:ASUS SABERTOOTH X99;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:382.05;GPU Name:GeForce GTX 980 Ti  (GM200);GPU Vendor:EVGA;GPU Memory:6144 MBGPU Memory clock (max):3505 MHzGPU Core clock (max):1379 MHzGPU Temp min/max:47 / 82 C° FPS min/avg/max: 22.58 / 28.68 / 32.97 Detailed score info
2136;stormin;Intel Core i7-7700KEVGA GeForce GTX 1070  (GP104);3830;Created:15 October 2017 (00:03);CPU Name:Intel Core i7-7700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4201 MHz;Motherboard:ASRock Z270 Gaming-ITX/ac;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:387.92;GPU Name:GeForce GTX 1070  (GP104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):4374 MHzGPU Core clock (max):2075 MHzGPU Temp min/max:36 / 55 C° FPS min/avg/max: 23.59 / 28.65 / 32.49 Detailed score info
2136;Arnold Marco;Intel Core i7-5960XEVGA GeForce GTX 980 Ti  (GM200);3830;Created:11 February 2019 (02:33);CPU Name:Intel Core i7-5960X;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3001 MHz;Motherboard:ASRock X99X Killer;OS:Windows 10  (build 17134);Graphics API: DirectX ;GPU Driver:418.81;GPU Name:GeForce GTX 980 Ti  (GM200);GPU Vendor:EVGA;GPU Memory:6144 MBGPU Memory clock (max):3601 MHzGPU Core clock (max):1403 MHzGPU Temp min/max:38 / 76 C° FPS min/avg/max: 22.14 / 28.65 / 33.4 Detailed score info
2137;Marius_Will;Intel Core i7-5930KASUS GeForce GTX 980 Ti  (GM200);3828;Created:29 March 2018 (19:07);CPU Name:Intel Core i7-5930K;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3501 MHz;Motherboard:ASUS RAMPAGE V EXTREME;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:391.01;GPU Name:GeForce GTX 980 Ti  (GM200);GPU Vendor:ASUS;GPU Memory:6144 MBGPU Memory clock (max):3600 MHzGPU Core clock (max):1392 MHzGPU Temp min/max:51 / 74 C° FPS min/avg/max: 22.92 / 28.63 / 33.13 Detailed score info
2138;feizh;Intel Core i7-4790KNVIDIA GeForce GTX 980 Ti  (GM200);3823;Created:28 September 2017 (15:00);CPU Name:Intel Core i7-4790K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4801 MHz;Motherboard:MSI Z97S SLI Krait Edition (MS-7922);OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:385.69;GPU Name:GeForce GTX 980 Ti  (GM200);GPU Vendor:NVIDIA;GPU Memory:6144 MBGPU Memory clock (max):3505 MHzGPU Core clock (max):1404 MHzGPU Temp min/max:36 / 54 C° FPS min/avg/max: 21.96 / 28.6 / 33.39 Detailed score info
2138;cberthe067;Intel Core i7-6820HKNVIDIA GeForce GTX 1080 Mobile  (GP104BM);3823;Created:27 July 2018 (16:42);CPU Name:Intel Core i7-6820HK;Physical / Logical CPUs: 4 / 8;CPU Clock (max):2701 MHz;Motherboard:NVIDIA MS-17A1;OS:Windows 10  (build 17134);Graphics API: DirectX ;GPU Driver:398.36;GPU Name:GeForce GTX 1080 Mobile  (GP104BM);GPU Vendor:NVIDIA;GPU Memory:8192 MBGPU Memory clock (max):5005 MHzGPU Core clock (max):1873 MHzGPU Temp min/max:51 / 81 C° FPS min/avg/max: 24.45 / 28.6 / 33.76 Detailed score info
2138;geogan;AMD Ryzen 9 3900X 12-Core ProcessorGigabyte GeForce GTX 1070  (GP104);3823;Created:08 October 2020 (23:16);CPU Name:AMD Ryzen 9 3900X 12-Core Processor;Physical / Logical CPUs: 12 / 24;CPU Clock (max):3793 MHz;Motherboard:ASUS ROG CROSSHAIR VIII HERO;OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:452.06;GPU Name:GeForce GTX 1070  (GP104);GPU Vendor:Gigabyte;GPU Memory:8192 MBGPU Memory clock (max):4532 MHzGPU Core clock (max):2113 MHzGPU Temp min/max:30 / 51 C° FPS min/avg/max: 23.41 / 28.6 / 32.61 Detailed score info
